name,gender,bdate,bweekday,height,blood_type,bnt_1,bnt_2,bnt_3,bnt_4,g_iq,s_iq
M.W.,male,1965-05-02,Sun,179,O+,1,0,1,0,103,97
E.O.,male,1990-09-12,Wed,176,O+,0,1,1,1,98,100
X.U.,male,1978-11-15,Wed,148,O+,1,1,0,1,102,92
O.F.,female,1974-09-13,Fri,165,A−,0,1,1,0,114,93
U.H.,female,1970-07-18,Sat,175,A+,1,0,1,0,97,108
T.J.,male,1990-08-27,Mon,184,O+,1,0,1,0,101,87
C.H.,female,1934-12-08,Sat,166,A−,1,1,1,0,114,99
T.X.,female,1990-11-18,Sun,155,O+,1,1,1,0,114,109
T.W.,female,1950-04-03,Mon,155,A+,1,0,1,1,121,88
Q.V.,female,1954-02-14,Sun,162,A+,1,0,0,1,100,114
E.U.,female,1955-07-28,Thu,167,O+,1,0,1,1,106,104
X.Y.,male,1931-03-22,Sun,172,O+,1,0,1,0,105,110
B.P.,female,1944-07-06,Thu,153,O+,1,1,0,1,103,114
Y.D.,male,1974-02-08,Fri,174,B+,1,1,0,0,105,96
W.F.,female,1946-08-05,Mon,152,O+,1,1,0,0,99,104
J.F.,female,1989-02-18,Sat,159,O+,1,0,0,1,104,115
Z.D.,female,1981-12-05,Sat,171,O+,1,0,NA,0,105,104
P.H.,male,1992-05-14,Thu,174,A+,NA,0,0,1,103,79
G.Y.,female,1998-12-06,Sun,182,O+,1,1,0,0,109,126
V.L.,female,1982-12-10,Fri,165,O+,1,0,0,0,91,109
P.I.,female,1993-08-23,Mon,167,B+,1,1,1,0,103,109
A.L.,male,1964-08-07,Fri,153,B+,0,0,1,0,113,86
K.C.,female,1977-04-16,Sat,165,A+,0,1,0,1,120,95
B.S.,female,1964-07-22,Wed,163,B+,0,1,1,0,101,104
H.A.,male,1993-01-31,Sun,180,O+,1,0,0,1,108,92
I.Y.,female,1963-08-01,Thu,167,O+,1,1,0,1,119,108
X.B.,female,1942-02-23,Mon,157,O−,0,1,0,1,95,101
B.V.,female,1974-02-17,Sun,172,O+,1,1,0,0,90,103
O.T.,female,1999-01-03,Sun,172,A+,1,0,1,0,104,112
P.D.,female,1974-06-20,Thu,159,A+,1,0,1,1,NA,112
I.X.,male,1947-12-23,Tue,165,O+,0,0,0,1,86,100
F.I.,male,1972-02-02,Wed,182,A−,0,1,0,1,95,NA
U.Z.,male,1971-03-19,Fri,166,O+,1,1,0,0,93,107
R.J.,male,1963-03-27,Wed,156,O+,1,0,0,1,92,105
P.V.,female,1940-09-22,Sun,157,A+,0,1,0,1,103,116
P.K.,female,1950-08-20,Sun,181,A+,1,1,1,NA,NA,119
Y.I.,male,1962-04-07,Sat,176,A+,1,1,1,0,117,90
V.A.,male,1970-09-16,Wed,162,O+,1,1,1,0,109,106
J.V.,female,1983-02-19,Sat,175,A+,1,0,1,0,113,99
L.G.,male,1997-07-24,Thu,174,A+,1,1,0,1,119,86
K.M.,female,1944-10-20,Fri,142,O+,1,0,0,0,97,NA
X.O.,male,1965-04-30,Fri,181,A+,0,1,1,0,100,92
I.L.,female,1948-11-03,Wed,161,A+,1,1,1,0,104,114
D.W.,male,1941-03-13,Thu,163,AB+,0,1,1,1,85,95
S.S.,male,1980-06-26,Thu,192,O+,0,1,1,1,103,90
V.R.,female,1948-06-17,Thu,151,O+,1,1,0,1,111,96
T.F.,female,1978-05-22,Mon,137,A+,0,1,0,1,110,111
W.D.,female,1992-10-07,Wed,178,O+,0,0,NA,0,93,103
O.V.,male,1969-05-13,Tue,156,O+,0,1,1,1,115,92
B.C.,female,1976-05-24,Mon,155,A−,1,1,1,0,123,87
Q.R.,female,1983-07-29,Fri,150,O+,1,0,0,1,97,112
W.H.,female,2001-01-03,Wed,165,AB−,1,0,1,0,97,105
T.K.,male,1981-03-11,Wed,166,B+,1,1,0,0,95,95
G.M.,male,1972-09-18,Mon,163,O+,1,1,0,0,95,95
U.F.,male,1931-08-24,Mon,164,O+,1,1,0,1,101,105
X.M.,female,1988-08-23,Tue,180,O+,1,1,0,1,NA,98
Z.G.,female,1991-04-13,Sat,155,O−,0,NA,0,0,124,87
X.H.,female,1987-03-06,Fri,144,O+,1,0,0,1,96,NA
O.V.,female,1986-05-07,Wed,168,A+,0,1,0,0,108,108
V.W.,male,1954-12-16,Thu,166,O+,0,0,0,0,95,95
X.Y.,female,1999-04-15,Thu,163,O+,0,1,0,1,103,98
V.G.,male,1993-03-05,Fri,185,A+,0,1,0,0,100,94
T.G.,female,1969-03-22,Sat,167,A−,1,1,1,1,105,101
V.V.,female,1991-11-25,Mon,167,O+,1,1,1,1,93,112
B.E.,female,1981-11-23,Mon,163,A+,1,0,1,1,106,111
K.V.,male,1951-04-09,Mon,189,A−,1,1,1,0,104,80
Z.A.,female,1969-08-27,Wed,160,A+,1,1,1,1,110,101
T.M.,female,1934-06-23,Sat,162,A+,1,0,1,1,113,111
G.M.,female,1983-05-18,Wed,152,A+,1,1,0,0,102,116
J.C.,male,1954-11-01,Mon,193,O+,0,1,0,0,92,109
D.A.,male,1973-08-17,Fri,170,O+,1,1,0,0,95,NA
Y.M.,female,1957-11-28,Thu,165,B+,1,1,0,0,94,111
B.A.,male,1928-07-11,Wed,173,A+,1,1,0,0,92,99
Z.B.,male,1953-12-13,Sun,143,A+,1,1,0,1,103,98
C.D.,male,1943-04-03,Sat,174,AB+,1,1,0,1,104,84
Y.H.,male,1968-04-06,Sat,163,O+,1,0,1,1,108,93
Z.H.,male,1997-12-01,Mon,181,A+,1,0,1,0,99,105
R.G.,female,1942-01-25,Sun,156,A+,0,1,1,1,96,116
O.J.,female,1954-08-29,Sun,152,O+,1,0,0,0,109,116
J.R.,female,1985-01-09,Wed,154,O+,0,0,1,1,106,103
X.Z.,male,1979-04-21,Sat,179,A+,0,0,0,1,111,112
Y.E.,male,1957-07-07,Sun,157,A+,0,1,0,0,115,103
M.J.,male,1990-09-13,Thu,190,A−,0,0,1,0,115,70
E.Y.,male,1960-01-19,Tue,191,A+,0,1,1,0,95,110
W.R.,female,1975-07-11,Fri,164,O+,0,1,1,1,110,NA
O.Z.,female,1999-08-23,Mon,163,A−,1,1,0,1,123,92
M.V.,male,1977-03-20,Sun,180,O+,0,0,0,0,102,107
P.E.,female,1983-05-07,Sat,160,O+,0,1,0,0,113,100
I.H.,female,1945-09-06,Thu,170,O−,0,1,0,0,111,80
N.Z.,male,1986-04-21,Mon,196,A+,1,0,1,0,94,109
Z.F.,female,1994-12-29,Thu,172,A+,1,1,1,1,107,121
V.W.,male,1945-12-06,Thu,183,A+,1,1,0,0,87,94
I.X.,female,1995-04-30,Sun,160,O+,0,1,0,0,105,113
R.R.,female,1985-08-17,Sat,149,O+,0,0,1,1,112,97
D.G.,female,1984-01-05,Thu,152,A+,1,0,1,0,83,114
C.W.,female,1993-02-15,Mon,167,O+,0,1,0,0,92,106
E.M.,male,1939-11-27,Mon,174,O−,0,1,0,0,103,91
G.G.,female,1960-01-30,Sat,161,A+,1,1,0,0,105,110
K.R.,male,1993-08-31,Tue,184,AB+,1,0,1,0,102,86
A.R.,male,1943-08-18,Wed,161,O+,1,0,0,0,106,89
P.V.,female,1962-05-12,Sat,162,O+,0,1,0,0,104,113
T.V.,male,1965-06-15,Tue,170,O−,0,0,1,1,92,88
X.L.,female,1986-08-28,Thu,155,A−,1,1,0,1,98,98
C.S.,female,1991-06-05,Wed,154,O+,1,1,0,0,94,110
N.Q.,female,1956-04-10,Tue,167,A+,0,1,1,1,90,105
S.K.,male,1964-08-11,Tue,182,A+,0,1,1,1,84,110
O.D.,male,1971-10-23,Sat,161,O+,0,0,0,1,100,87
A.T.,male,1981-02-15,Sun,182,O+,0,1,0,1,94,107
Z.L.,male,1974-06-02,Sun,181,A+,0,0,1,0,103,94
U.E.,female,1943-08-22,Sun,159,A−,1,1,0,0,121,81
M.R.,male,1965-10-31,Sun,155,A+,1,1,0,0,NA,110
E.F.,male,1959-08-02,Sun,177,A+,1,1,0,0,101,100
R.K.,female,1926-07-17,Sat,152,B+,0,0,0,0,126,103
Y.Q.,female,1932-01-15,Fri,152,O−,0,1,1,0,98,110
Y.D.,female,1971-09-16,Thu,164,O+,1,1,0,0,83,121
O.M.,female,1986-06-18,Wed,147,O+,1,1,1,1,108,104
H.X.,female,1943-02-24,Wed,160,A+,1,1,1,0,107,124
O.K.,female,1952-05-12,Mon,145,B+,1,1,1,1,98,113
D.R.,male,1965-09-13,Mon,166,AB−,0,0,1,0,97,93
U.D.,female,1981-06-27,Sat,171,O+,1,0,1,1,114,125
P.G.,male,1973-08-17,Fri,167,A+,0,0,1,1,107,97
E.D.,female,1989-01-11,Wed,173,B−,0,1,0,1,106,105
Z.H.,female,2002-04-15,Mon,179,A+,0,1,0,0,NA,114
H.Y.,female,1969-09-18,Thu,175,A−,1,0,1,1,93,101
E.W.,female,2001-01-05,Fri,166,A+,0,1,1,0,97,112
E.L.,male,1986-06-16,Mon,157,B+,1,1,1,1,111,98
H.D.,male,1974-02-12,Tue,180,A−,1,0,1,0,88,89
P.I.,female,1987-01-06,Tue,165,A+,0,0,0,0,99,105
K.X.,male,1967-02-01,Wed,180,A+,0,0,1,1,98,95
Y.N.,female,1945-07-17,Tue,154,A+,1,1,0,0,111,95
C.G.,female,1935-12-04,Wed,149,O+,0,1,1,1,106,107
X.A.,male,1974-07-28,Sun,179,O+,1,0,1,1,103,96
K.K.,female,1948-01-13,Tue,169,O+,0,1,1,0,95,103
G.B.,female,1982-07-11,Sun,162,O+,1,0,0,1,104,109
E.K.,female,1945-03-13,Tue,169,A−,0,1,0,1,92,110
M.K.,female,1986-07-21,Mon,160,A+,1,1,1,1,105,105
E.F.,male,1999-11-01,Mon,164,A+,1,1,1,1,NA,98
E.E.,female,1957-11-10,Sun,164,A−,1,1,0,0,97,107
X.B.,male,1988-02-02,Tue,191,O+,1,0,0,0,106,113
Z.G.,female,1969-08-15,Fri,142,A−,1,1,1,0,110,95
G.L.,female,1980-07-26,Sat,159,O+,1,0,0,0,110,106
L.I.,male,1968-09-19,Thu,186,O+,0,0,1,0,102,88
C.F.,female,1988-12-07,Wed,162,O+,1,1,0,0,96,120
L.O.,male,1936-09-01,Tue,168,B+,1,0,1,0,94,106
R.N.,male,1951-07-22,Sun,168,B+,1,1,0,0,102,100
O.T.,male,1992-11-04,Wed,164,O−,1,0,1,1,104,95
K.V.,male,1969-03-21,Fri,160,A+,1,1,1,0,112,104
G.P.,male,1982-11-26,Fri,180,A+,1,0,1,0,91,94
O.B.,male,1939-07-11,Tue,187,O+,1,0,1,0,107,95
A.E.,male,1989-07-26,Wed,169,B+,1,0,1,0,103,101
F.C.,male,1995-02-03,Fri,173,A+,1,0,1,0,98,100
U.J.,male,1951-11-02,Fri,162,O+,1,1,0,0,94,96
F.O.,female,1980-09-19,Fri,157,A−,1,0,0,1,112,87
A.D.,female,1990-04-06,Fri,150,O−,0,1,1,0,111,76
B.H.,male,1968-09-05,Thu,188,O+,0,0,1,0,101,88
Y.T.,male,1978-01-07,Sat,179,A+,0,1,0,1,103,101
Z.G.,male,1943-10-11,Mon,164,O−,0,NA,1,0,94,94
A.U.,female,1960-04-24,Sun,153,O+,1,1,0,0,115,99
S.D.,female,1977-03-05,Sat,170,O+,1,1,0,1,108,103
J.B.,male,1963-11-04,Mon,169,A+,0,1,1,0,103,96
H.S.,male,1941-05-08,Thu,186,B+,0,1,1,0,102,115
S.N.,female,1949-06-25,Sat,171,A−,0,1,0,0,104,107
S.J.,female,1971-04-27,Tue,164,O+,0,1,NA,0,105,115
J.A.,female,1996-05-19,Sun,156,A+,1,1,0,1,110,102
G.H.,male,1964-01-08,Wed,195,A−,0,0,1,0,93,90
J.L.,female,1988-06-27,Mon,155,O+,NA,1,1,1,111,106
H.Q.,female,1938-04-23,Sat,163,B+,0,1,0,1,95,115
B.O.,male,1988-09-24,Sat,171,O+,0,1,1,0,110,NA
W.K.,female,1942-09-04,Fri,159,A+,0,1,0,0,89,120
C.S.,male,1985-10-20,Sun,174,B+,1,0,1,0,101,98
G.U.,male,1982-02-22,Mon,197,O+,1,1,0,0,94,93
I.I.,male,1970-10-10,Sat,178,A+,1,1,0,0,100,111
C.Y.,male,1938-05-23,Mon,183,O+,1,0,1,0,121,90
F.F.,female,2001-10-12,Fri,165,A+,1,1,1,1,101,112
W.O.,female,1977-02-03,Thu,164,O+,1,1,1,0,113,119
U.X.,male,1953-11-28,Sat,175,O+,0,0,0,0,103,108
Y.S.,female,1987-07-10,Fri,162,A+,1,0,1,1,92,109
W.Z.,male,1975-05-29,Thu,187,A+,0,0,0,0,89,116
E.Q.,male,1987-12-25,Fri,188,AB−,0,0,0,1,95,95
U.Q.,female,1994-11-29,Tue,190,A+,0,1,0,1,93,109
B.E.,male,1948-12-11,Sat,160,A+,1,0,1,0,99,91
X.H.,male,1966-04-11,Mon,173,B+,0,0,0,0,103,95
Y.A.,male,1969-10-23,Thu,156,AB+,0,1,1,1,90,95
M.R.,male,1942-01-10,Sat,165,O−,1,0,NA,1,101,92
H.C.,male,1968-10-04,Fri,157,A+,0,0,0,0,89,99
O.Z.,male,1938-09-07,Wed,161,O−,NA,1,1,0,112,75
Q.M.,male,1946-09-23,Mon,179,O+,1,0,1,0,110,92
E.Y.,female,1945-12-18,Tue,154,A+,1,0,0,1,94,124
X.J.,male,1980-10-15,Wed,172,O+,1,0,1,0,89,95
U.G.,male,1934-06-11,Mon,197,A+,1,0,0,1,90,102
V.M.,female,1932-07-14,Thu,142,B−,0,1,1,0,88,100
J.C.,female,1949-05-20,Fri,167,A+,1,1,NA,0,101,109
N.T.,female,1946-04-10,Wed,156,A+,0,1,0,1,106,96
U.I.,female,1974-04-10,Wed,160,A+,0,1,0,0,100,NA
Q.R.,female,1998-06-05,Fri,162,A+,0,1,0,0,106,98
V.P.,male,1945-06-24,Sun,166,O−,1,1,1,0,115,82
S.F.,male,1982-02-03,Wed,180,O+,1,0,1,0,91,112
P.R.,female,1947-10-24,Fri,155,O+,1,1,1,0,99,99
K.V.,male,1991-08-03,Sat,175,B+,0,0,1,0,99,89
Q.M.,male,1955-02-04,Fri,177,AB+,1,0,1,1,113,95
B.H.,female,1939-09-19,Tue,150,A+,1,1,1,1,114,105
E.J.,female,1926-07-07,Wed,164,A+,1,1,0,1,112,101
U.N.,female,1980-04-05,Sat,162,B+,1,1,0,0,100,110
A.Y.,male,1990-01-26,Fri,190,A+,1,0,1,0,92,97
V.T.,male,1962-05-18,Fri,167,A+,0,0,1,0,108,82
O.O.,female,1981-11-01,Sun,163,A−,NA,1,0,1,95,113
D.N.,female,1994-09-14,Wed,153,O+,0,1,1,1,95,118
T.Z.,male,1944-08-15,Tue,157,A+,1,1,1,0,94,105
O.D.,male,1967-03-14,Tue,174,A+,1,0,0,1,84,97
D.Q.,female,1983-06-30,Thu,163,A+,1,1,0,0,97,112
G.M.,female,1956-06-06,Wed,156,B−,0,0,0,1,110,97
E.T.,male,1940-01-08,Mon,186,O+,0,0,0,0,90,105
Z.H.,male,1949-04-19,Tue,176,O+,0,1,1,0,99,99
D.H.,female,1978-08-11,Fri,151,B+,1,0,0,1,98,116
A.R.,male,1976-07-06,Tue,160,B+,1,0,1,0,105,73
